category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0072141	0.999999999956344	0.939194156102372	0	2	renal interstitial fibroblast development	BP	1	1
GO:0002476	0.9999999999564	0.858003606105069	0	5	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	BP	1	1
GO:0097234	0.999999999956441	0.948687663575899	0	1	epidermal lamellar body membrane	CC	1	1
GO:0023041	0.999999999956446	0.751487927228642	0	7	neuronal signal transduction	BP	1	1
GO:0055059	0.999999999956482	0.762682459887603	0	6	asymmetric neuroblast division	BP	1	1
GO:0070081	0.999999999956496	0.84246345873382	0	5	clathrin-sculpted monoamine transport vesicle	CC	1	1
GO:0070083	0.999999999956496	0.84246345873382	0	5	clathrin-sculpted monoamine transport vesicle membrane	CC	1	1
GO:1904673	0.999999999956498	0.819197392394367	0	5	negative regulation of somatic stem cell population maintenance	BP	1	1
GO:0010499	0.999999999956523	0.854093081246922	0	3	proteasomal ubiquitin-independent protein catabolic process	BP	1	1
GO:0051939	0.999999999956539	0.831497457622818	0	5	gamma-aminobutyric acid import	BP	1	1
GO:0003937	0.999999999956609	0.96573310162271	0	1	IMP cyclohydrolase activity	MF	1	1
GO:0004643	0.999999999956609	0.96573310162271	0	1	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	MF	1	1
GO:2000370	0.999999999956612	0.779252662603246	0	5	positive regulation of clathrin-dependent endocytosis	BP	1	1
GO:0097350	0.999999999956624	0.800022518498293	0	5	neutrophil clearance	BP	1	1
GO:0099192	0.999999999956671	0.967729790809601	0	1	cerebellar Golgi cell to granule cell synapse	CC	1	1
GO:0002849	0.999999999956711	0.978304978559614	0	1	regulation of peripheral T cell tolerance induction	BP	1	1
GO:0002851	0.999999999956711	0.978304978559614	0	1	positive regulation of peripheral T cell tolerance induction	BP	1	1
GO:0097298	0.999999999956772	0.948673931344072	0	1	regulation of nucleus size	BP	1	1
GO:1905059	0.999999999956783	0.948662103495288	0	1	P-type calcium transporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration	MF	1	1
GO:0072637	0.999999999956792	0.998349000843901	0	1	interleukin-32 production	BP	1	1
GO:0150189	0.999999999956792	0.998349000843901	0	1	regulation of interleukin-32 production	BP	1	1
GO:0150190	0.999999999956792	0.998349000843901	0	1	negative regulation of interleukin-32 production	BP	1	1
GO:1905298	0.999999999956792	0.998349000843901	0	1	regulation of intestinal epithelial cell development	BP	1	1
GO:1905299	0.999999999956792	0.998349000843901	0	1	negative regulation of intestinal epithelial cell development	BP	1	1
GO:0006537	0.99999999995684	0.807474542557679	0	5	glutamate biosynthetic process	BP	1	1
GO:0140090	0.999999999956842	0.876875762857662	0	3	membrane curvature sensor activity	MF	1	1
GO:1903224	0.999999999956853	0.776865276332554	0	7	regulation of endodermal cell differentiation	BP	1	1
GO:1904879	0.99999999995688	0.905165520027618	0	3	positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	BP	1	1
GO:0004979	0.999999999956904	0.948661416510835	0	1	beta-endorphin receptor activity	MF	1	1
GO:0038047	0.999999999956904	0.948661416510835	0	1	morphine receptor activity	MF	1	1
GO:0061358	0.999999999956904	0.948661416510835	0	1	negative regulation of Wnt protein secretion	BP	1	1
GO:1900364	0.999999999956904	0.948661416510835	0	1	negative regulation of mRNA polyadenylation	BP	1	1
GO:0016964	0.999999999956905	0.948661416510834	0	1	alpha-2 macroglobulin receptor activity	MF	1	1
GO:0016517	0.99999999995693	0.961005918105968	0	1	interleukin-12 receptor activity	MF	1	1
GO:0004711	0.999999999956931	0.710322872866443	0	7	ribosomal protein S6 kinase activity	MF	1	1
GO:0047127	0.999999999956934	0.96776138788709	0	1	thiomorpholine-carboxylate dehydrogenase activity	MF	1	1
GO:0000053	0.999999999956955	0.973991764194358	0	1	argininosuccinate metabolic process	BP	1	1
GO:0004055	0.999999999956955	0.973991764194358	0	1	argininosuccinate synthase activity	MF	1	1
GO:0032484	0.999999999956967	0.78886877295784	0	5	Ral protein signal transduction	BP	1	1
GO:1902070	0.999999999956974	0.968630612863848	0	1	positive regulation of sphingolipid mediated signaling pathway	BP	1	1
GO:0016203	0.999999999957	0.949929656358892	0	1	muscle attachment	BP	1	1
GO:0097454	0.999999999957024	0.948661416510715	0	1	Schwann cell microvillus	CC	1	1
GO:0007291	0.999999999957103	0.992187013114764	0	1	sperm individualization	BP	1	1
GO:0007349	0.999999999957103	0.992187013114764	0	1	cellularization	BP	1	1
GO:0060596	0.999999999957119	0.865421571767588	0	3	mammary placode formation	BP	1	1
GO:1903294	0.999999999957133	0.793389237416956	0	5	regulation of glutamate secretion, neurotransmission	BP	1	1
GO:0000095	0.999999999957143	0.948661416510596	0	1	S-adenosyl-L-methionine transmembrane transporter activity	MF	1	1
GO:0015805	0.999999999957143	0.948661416510596	0	1	S-adenosyl-L-methionine transport	BP	1	1
GO:0062101	0.999999999957143	0.948661416510596	0	1	peptidyl-aspartic acid 3-dioxygenase activity	MF	1	1
GO:1901962	0.999999999957143	0.948661416510596	0	1	S-adenosyl-L-methionine transmembrane transport	BP	1	1
GO:0004610	0.999999999957143	0.948661416510596	0	1	phosphoacetylglucosamine mutase activity	MF	1	1
GO:0042435	0.999999999957148	0.810626845033727	0	6	indole-containing compound biosynthetic process	BP	1	1
GO:0036131	0.999999999957167	0.964514309794953	0	1	prostaglandin D2 11-ketoreductase activity	MF	1	1
GO:0045703	0.999999999957167	0.964514309794953	0	1	ketoreductase activity	MF	1	1
GO:0046874	0.999999999957175	0.833970788677301	0	5	quinolinate metabolic process	BP	1	1
GO:0003912	0.999999999957177	0.98478166955077	0	1	DNA nucleotidylexotransferase activity	MF	1	1
GO:0021937	0.999999999957181	0.816273271121421	0	5	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation	BP	1	1
GO:0098708	0.999999999957194	0.792360320648775	0	5	glucose import across plasma membrane	BP	1	1
GO:0071258	0.999999999957228	0.961729400896502	0	1	cellular response to gravity	BP	1	1
GO:1904301	0.999999999957228	0.961729400896502	0	1	regulation of maternal process involved in parturition	BP	1	1
GO:1904303	0.999999999957228	0.961729400896502	0	1	positive regulation of maternal process involved in parturition	BP	1	1
GO:1904316	0.999999999957228	0.961729400896502	0	1	response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine	BP	1	1
GO:1904317	0.999999999957228	0.961729400896502	0	1	cellular response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine	BP	1	1
GO:0021723	0.999999999957232	0.975857823100954	0	1	medullary reticular formation development	BP	1	1
GO:0048892	0.999999999957232	0.975857823100954	0	1	lateral line nerve development	BP	1	1
GO:0048894	0.999999999957232	0.975857823100954	0	1	efferent axon development in a lateral line nerve	BP	1	1
GO:0061451	0.999999999957232	0.975857823100954	0	1	retrotrapezoid nucleus development	BP	1	1
GO:0061452	0.999999999957232	0.975857823100954	0	1	retrotrapezoid nucleus neuron differentiation	BP	1	1
GO:0071244	0.999999999957232	0.975857823100954	0	1	cellular response to carbon dioxide	BP	1	1
GO:1990983	0.999999999957232	0.975857823100954	0	1	tRNA demethylation	BP	1	1
GO:0048075	0.999999999957259	0.94866141651048	0	1	positive regulation of eye pigmentation	BP	1	1
GO:0034979	0.999999999957313	0.767134818660693	0	6	NAD-dependent protein deacetylase activity	MF	1	1
GO:0033829	0.999999999957322	0.910935902874774	0	3	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	MF	1	1
GO:2001205	0.999999999957325	0.799383730618069	0	5	negative regulation of osteoclast development	BP	1	1
GO:0006679	0.999999999957334	0.885322384135219	0	3	glucosylceramide biosynthetic process	BP	1	1
GO:0070962	0.999999999957334	0.974954060948508	0	1	positive regulation of neutrophil mediated killing of bacterium	BP	1	1
GO:0070963	0.999999999957334	0.974954060948508	0	1	positive regulation of neutrophil mediated killing of gram-negative bacterium	BP	1	1
GO:0032379	0.99999999995737	0.810939907557864	0	5	positive regulation of intracellular lipid transport	BP	1	1
GO:0047022	0.999999999957392	0.988523446951697	0	1	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	MF	1	1
GO:0070524	0.999999999957392	0.988523446951697	0	1	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	MF	1	1
GO:0102196	0.999999999957392	0.988523446951697	0	1	cortisol dehydrogenase activity	MF	1	1
GO:1902045	0.999999999957426	0.955506132387444	0	1	negative regulation of Fas signaling pathway	BP	1	1
GO:0015195	0.999999999957452	0.950230718902384	0	1	L-threonine transmembrane transporter activity	MF	1	1
GO:0015826	0.999999999957452	0.950230718902384	0	1	threonine transport	BP	1	1
GO:0034589	0.999999999957452	0.950230718902384	0	1	hydroxyproline transport	BP	1	1
GO:0034590	0.999999999957452	0.950230718902384	0	1	L-hydroxyproline transmembrane transporter activity	MF	1	1
GO:0021564	0.999999999957457	0.867846879640333	0	3	vagus nerve development	BP	1	1
GO:0046972	0.999999999957474	0.873461395935547	0	3	histone acetyltransferase activity (H4-K16 specific)	MF	1	1
GO:0006671	0.999999999957495	0.948661416510244	0	1	phytosphingosine metabolic process	BP	1	1
GO:0070774	0.999999999957495	0.948661416510244	0	1	phytoceramidase activity	MF	1	1
GO:0071602	0.999999999957495	0.948661416510244	0	1	phytosphingosine biosynthetic process	BP	1	1
GO:0051037	0.999999999957504	0.958316501522024	0	1	regulation of transcription involved in meiotic cell cycle	BP	1	1
GO:0051039	0.999999999957504	0.958316501522024	0	1	positive regulation of transcription involved in meiotic cell cycle	BP	1	1
GO:0021943	0.999999999957545	0.86028989200135	0	3	formation of radial glial scaffolds	BP	1	1
GO:1901374	0.999999999957606	0.805958572901192	0	7	acetate ester transport	BP	1	1
GO:0051296	0.999999999957632	0.992025187625757	0	1	establishment of meiotic spindle orientation	BP	1	1
GO:0070695	0.99999999995764	0.783708584992115	0	5	FHF complex	CC	1	1
GO:1903661	0.999999999957667	0.979871542169068	0	1	positive regulation of complement-dependent cytotoxicity	BP	1	1
GO:0005655	0.999999999957681	0.858697793736938	0	7	nucleolar ribonuclease P complex	CC	1	1
GO:0008419	0.999999999957715	0.95267976809396	0	1	RNA lariat debranching enzyme activity	MF	1	1
GO:0035103	0.999999999957727	0.95791405705855	0	1	sterol regulatory element binding protein cleavage	BP	1	1
GO:1901308	0.999999999957727	0.95791405705855	0	1	regulation of sterol regulatory element binding protein cleavage	BP	1	1
GO:1901310	0.999999999957727	0.95791405705855	0	1	positive regulation of sterol regulatory element binding protein cleavage	BP	1	1
GO:0120158	0.999999999957745	0.955196540980315	0	1	positive regulation of collagen catabolic process	BP	1	1
GO:2000565	0.999999999957745	0.955196540980315	0	1	negative regulation of CD8-positive, alpha-beta T cell proliferation	BP	1	1
GO:0042723	0.999999999957819	0.762095997187484	0	7	thiamine-containing compound metabolic process	BP	1	1
GO:0038098	0.999999999957862	0.884607375913175	0	3	sequestering of BMP from receptor via BMP binding	BP	1	1
GO:0045844	0.999999999957914	0.853745625455305	0	3	positive regulation of striated muscle tissue development	BP	1	1
GO:0048636	0.999999999957914	0.853745625455305	0	3	positive regulation of muscle organ development	BP	1	1
GO:0010610	0.999999999957926	0.857887538867165	0	3	regulation of mRNA stability involved in response to stress	BP	1	1
GO:1901897	0.999999999957927	0.792321907745971	0	6	regulation of relaxation of cardiac muscle	BP	1	1
GO:0071610	0.999999999957943	0.961247014989127	0	1	chemokine (C-C motif) ligand 1 production	BP	1	1
GO:0071652	0.999999999957943	0.961247014989127	0	1	regulation of chemokine (C-C motif) ligand 1 production	BP	1	1
GO:0071654	0.999999999957943	0.961247014989127	0	1	positive regulation of chemokine (C-C motif) ligand 1 production	BP	1	1
GO:0036228	0.999999999957957	0.900038301159946	0	2	protein localization to nuclear inner membrane	BP	1	1
GO:0110032	0.999999999957965	0.900920997509404	0	3	positive regulation of G2/MI transition of meiotic cell cycle	BP	1	1
GO:0002304	0.999999999957976	0.92372629807033	0	3	gamma-delta intraepithelial T cell differentiation	BP	1	1
GO:0002305	0.999999999957976	0.92372629807033	0	3	CD8-positive, gamma-delta intraepithelial T cell differentiation	BP	1	1
GO:1901608	0.999999999957991	0.807453058897322	0	5	regulation of vesicle transport along microtubule	BP	1	1
GO:0042979	0.999999999958001	0.796358846309311	0	5	ornithine decarboxylase regulator activity	MF	1	1
GO:1902267	0.999999999958001	0.796358846309311	0	5	regulation of polyamine transmembrane transport	BP	1	1
GO:0002222	0.999999999958046	0.992958041803448	0	1	stimulatory killer cell immunoglobulin-like receptor signaling pathway	BP	1	1
GO:0070540	0.999999999958061	0.957519148618626	0	1	stearic acid binding	MF	1	1
GO:0021512	0.999999999958095	0.948837186660909	0	1	spinal cord anterior/posterior patterning	BP	1	1
GO:0061357	0.999999999958102	0.865152008000401	0	3	positive regulation of Wnt protein secretion	BP	1	1
GO:0033684	0.999999999958102	0.828606326649398	0	6	regulation of luteinizing hormone secretion	BP	1	1
GO:0086073	0.999999999958177	0.734789027896198	0	6	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	BP	1	1
GO:0090733	0.999999999958184	0.860178157015016	0	3	tenascin complex	CC	1	1
GO:0007181	0.999999999958238	0.913871904438963	0	3	transforming growth factor beta receptor complex assembly	BP	1	1
GO:0097227	0.999999999958274	0.800189191594865	0	5	sperm annulus	CC	1	1
GO:0072582	0.999999999958287	0.919714009286593	0	3	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	MF	1	1
GO:0036481	0.999999999958306	0.826472930007014	0	5	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	BP	1	1
GO:0102009	0.99999999995831	0.948696885148514	0	1	proline dipeptidase activity	MF	1	1
GO:1990779	0.999999999958311	0.886698202592152	0	5	glycoprotein Ib-IX-V complex	CC	1	1
GO:0000708	0.999999999958329	0.978737288378603	0	1	meiotic strand invasion	BP	1	1
GO:0000709	0.999999999958329	0.978737288378603	0	1	meiotic joint molecule formation	BP	1	1
GO:0010774	0.999999999958329	0.978737288378603	0	1	meiotic strand invasion involved in reciprocal meiotic recombination	BP	1	1
GO:0035755	0.999999999958329	0.978737288378603	0	1	cardiolipin hydrolase activity	MF	1	1
GO:0120230	0.999999999958329	0.978737288378603	0	1	recombinase activator activity	MF	1	1
GO:0120231	0.999999999958329	0.978737288378603	0	1	DNA recombinase auxiliary factor complex	CC	1	1
GO:0001730	0.999999999958336	0.853745625454883	0	3	2'-5'-oligoadenylate synthetase activity	MF	1	1
GO:0032919	0.999999999958348	0.987474670758852	0	1	spermine acetylation	BP	1	1
GO:0032920	0.999999999958348	0.987474670758852	0	1	putrescine acetylation	BP	1	1
GO:0046204	0.999999999958348	0.987474670758852	0	1	nor-spermidine metabolic process	BP	1	1
GO:2000064	0.99999999995838	0.730079428166026	0	7	regulation of cortisol biosynthetic process	BP	1	1
GO:2000431	0.999999999958398	0.953644253862355	0	1	regulation of cytokinesis, actomyosin contractile ring assembly	BP	1	1
GO:0005309	0.999999999958426	0.952917800475996	0	1	creatine:sodium symporter activity	MF	1	1
GO:0033239	0.999999999958427	0.789525591891476	0	6	negative regulation of cellular amine metabolic process	BP	1	1
GO:0062035	0.999999999958435	0.948661416509304	0	1	sensory perception of cold stimulus	BP	1	1
GO:0120169	0.999999999958435	0.948661416509304	0	1	detection of cold stimulus involved in thermoception	BP	1	1
GO:0090262	0.999999999958436	0.948661416509303	0	1	regulation of transcription-coupled nucleotide-excision repair	BP	1	1
GO:2000987	0.999999999958507	0.844664731082765	0	6	positive regulation of behavioral fear response	BP	1	1
GO:0050121	0.999999999958588	0.983986442457478	0	1	N-acylglucosamine 2-epimerase activity	MF	1	1
GO:0030533	0.999999999958645	0.861844381576371	0	6	triplet codon-amino acid adaptor activity	MF	1	1
GO:0061507	0.999999999958676	0.908075767229071	0	2	2',3'-cyclic GMP-AMP binding	MF	1	1
GO:0032043	0.999999999958698	0.991283895568956	0	1	mitochondrial DNA catabolic process	BP	1	1
GO:0008169	0.999999999958707	0.793578423736268	0	7	C-methyltransferase activity	MF	1	1
GO:0060528	0.99999999995871	0.890298352453697	0	3	secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	BP	1	1
GO:1903721	0.999999999958736	0.779874909084928	0	7	positive regulation of I-kappaB phosphorylation	BP	1	1
GO:0000408	0.999999999958754	0.900105436579791	0	5	EKC/KEOPS complex	CC	1	1
GO:0006726	0.999999999958764	0.932410599373451	0	3	eye pigment biosynthetic process	BP	1	1
GO:0042441	0.999999999958764	0.932410599373451	0	3	eye pigment metabolic process	BP	1	1
GO:0043324	0.999999999958764	0.932410599373451	0	3	pigment metabolic process involved in developmental pigmentation	BP	1	1
GO:0008336	0.999999999958771	0.979922995978599	0	1	gamma-butyrobetaine dioxygenase activity	MF	1	1
GO:0086007	0.999999999958806	0.768386617231369	0	5	voltage-gated calcium channel activity involved in cardiac muscle cell action potential	MF	1	1
